geo_level,geo_code,geo_name,date_monday,year_iso,week_iso_num,pathogen,pathogentype,pathogensubtype,indicator,age,survtype,indicator_kind,value
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,3.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,95.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,ICUadmissions,unk,non-sentinel,count,5.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,7.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,213.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,hospitaladmissions,unk,non-sentinel,count,5.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,9.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,68.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,ICUadmissions,5-14,non-sentinel,count,5.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,64.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,103.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,155.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,213.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,ICUadmissions,5-14,non-sentinel,count,7.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,ICUadmissions,unk,non-sentinel,count,3.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,deaths,0-4,non-sentinel,count,1.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,deaths,15-64,non-sentinel,count,11.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,deaths,5-14,non-sentinel,count,1.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,deaths,65+,non-sentinel,count,29.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,deaths,total,non-sentinel,count,42.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,103.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,6.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,8.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,143.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,281.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,hospitaladmissions,unk,non-sentinel,count,3.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,3.0
FR,FR,France,2015-02-02,2015,6,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,95.0
FR,FR,France,2015-02-09,2015,7,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,121.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,ICUadmissions,unk,non-sentinel,count,9.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,deaths,15-64,non-sentinel,count,11.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,deaths,5-14,non-sentinel,count,1.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,45.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,1.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,45.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,94.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,26.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,3.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,25.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,ICUadmissions,unk,non-sentinel,count,1.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,deaths,0-4,non-sentinel,count,1.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,deaths,15-64,non-sentinel,count,5.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,deaths,65+,non-sentinel,count,8.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,deaths,total,non-sentinel,count,14.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,2.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,54.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,deaths,total,non-sentinel,count,21.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,deaths,65+,non-sentinel,count,13.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,deaths,15-64,non-sentinel,count,7.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,deaths,65+,non-sentinel,count,17.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,deaths,total,non-sentinel,count,30.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,deaths,unk,non-sentinel,count,1.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,hospitaladmissions,0-4,non-sentinel,count,9.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,68.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,hospitaladmissions,5-14,non-sentinel,count,5.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,64.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,155.0
FR,FR,France,2015-01-26,2015,5,Influenza,Influenza,,hospitaladmissions,unk,non-sentinel,count,9.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,ICUadmissions,0-4,non-sentinel,count,3.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,45.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,ICUadmissions,5-14,non-sentinel,count,1.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,ICUadmissions,65+,non-sentinel,count,45.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,94.0
FR,FR,France,2015-01-19,2015,4,Influenza,Influenza,,deaths,0-4,non-sentinel,count,1.0
FR,FR,France,2015-01-12,2015,3,Influenza,Influenza,,hospitaladmissions,65+,non-sentinel,count,25.0
FR,FR,France,2014-10-27,2014,44,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,1.0
FR,FR,France,2014-10-27,2014,44,Influenza,Influenza,,ICUadmissions,unk,non-sentinel,count,1.0
FR,FR,France,2014-10-27,2014,44,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,1.0
FR,FR,France,2014-10-27,2014,44,Influenza,Influenza,,hospitaladmissions,unk,non-sentinel,count,1.0
FR,FR,France,2014-10-20,2014,43,Influenza,Influenza,,ICUadmissions,15-64,non-sentinel,count,1.0
FR,FR,France,2014-10-20,2014,43,Influenza,Influenza,,ICUadmissions,total,non-sentinel,count,1.0
FR,FR,France,2014-10-20,2014,43,Influenza,Influenza,,hospitaladmissions,15-64,non-sentinel,count,1.0
FR,FR,France,2014-10-20,2014,43,Influenza,Influenza,,hospitaladmissions,total,non-sentinel,count,1.0
FR,FR,France,2018-03-12,2018,11,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,68.0
FR,FR,France,2018-03-12,2018,11,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,54.0
FR,FR,France,2018-03-12,2018,11,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,908.0
FR,FR,France,2018-03-12,2018,11,RSV,RSV,RSV,detections,total,non-sentinel,count,107.0
FR,FR,France,2018-03-12,2018,11,RSV,RSV,RSV,tests,total,non-sentinel,count,5062.0
FR,FR,France,2018-03-05,2018,10,Influenza,Influenza,total,detections,total,non-sentinel,count,1666.0
FR,FR,France,2018-03-12,2018,11,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,223.0
FR,FR,France,2018-03-05,2018,10,Influenza,Influenza,total,tests,total,non-sentinel,count,6558.0
FR,FR,France,2018-03-05,2018,10,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,100.0
FR,FR,France,2018-03-05,2018,10,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,58.0
FR,FR,France,2018-03-05,2018,10,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,1165.0
FR,FR,France,2018-03-05,2018,10,RSV,RSV,RSV,detections,total,non-sentinel,count,161.0
FR,FR,France,2018-03-05,2018,10,RSV,RSV,RSV,tests,total,non-sentinel,count,5602.0
FR,FR,France,2018-02-26,2018,9,Influenza,Influenza,total,detections,total,non-sentinel,count,1704.0
FR,FR,France,2018-03-05,2018,10,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,343.0
FR,FR,France,2018-02-26,2018,9,Influenza,Influenza,total,tests,total,non-sentinel,count,6677.0
FR,FR,France,2018-03-12,2018,11,Influenza,Influenza,total,tests,total,non-sentinel,count,5672.0
FR,FR,France,2018-03-19,2018,12,RSV,RSV,RSV,tests,total,non-sentinel,count,4224.0
FR,FR,France,2018-03-26,2018,13,Influenza,Influenza,total,tests,total,non-sentinel,count,4290.0
FR,FR,France,2018-03-26,2018,13,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,159.0
FR,FR,France,2018-03-26,2018,13,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,26.0
FR,FR,France,2018-03-26,2018,13,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,24.0
FR,FR,France,2018-03-26,2018,13,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,464.0
FR,FR,France,2018-03-26,2018,13,RSV,RSV,RSV,detections,total,non-sentinel,count,89.0
FR,FR,France,2018-03-12,2018,11,Influenza,Influenza,total,detections,total,non-sentinel,count,1253.0
FR,FR,France,2018-03-26,2018,13,RSV,RSV,RSV,tests,total,non-sentinel,count,3796.0
FR,FR,France,2018-03-19,2018,12,Influenza,Influenza,total,tests,total,non-sentinel,count,4534.0
FR,FR,France,2018-03-19,2018,12,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,163.0
FR,FR,France,2018-03-19,2018,12,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,44.0
FR,FR,France,2018-03-19,2018,12,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,23.0
FR,FR,France,2018-03-19,2018,12,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,502.0
FR,FR,France,2018-03-19,2018,12,RSV,RSV,RSV,detections,total,non-sentinel,count,120.0
FR,FR,France,2018-03-19,2018,12,Influenza,Influenza,total,detections,total,non-sentinel,count,732.0
FR,FR,France,2018-02-26,2018,9,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,514.0
FR,FR,France,2018-02-26,2018,9,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,85.0
FR,FR,France,2018-02-26,2018,9,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,50.0
FR,FR,France,2018-02-05,2018,6,Influenza,Influenza,total,detections,total,non-sentinel,count,1262.0
FR,FR,France,2018-02-05,2018,6,Influenza,Influenza,total,tests,total,non-sentinel,count,5500.0
FR,FR,France,2018-02-05,2018,6,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,516.0
FR,FR,France,2018-02-05,2018,6,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,130.0
FR,FR,France,2018-02-05,2018,6,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,22.0
FR,FR,France,2018-02-05,2018,6,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,594.0
FR,FR,France,2018-02-12,2018,7,RSV,RSV,RSV,tests,total,non-sentinel,count,5372.0
FR,FR,France,2018-02-05,2018,6,RSV,RSV,RSV,detections,total,non-sentinel,count,249.0
FR,FR,France,2018-01-29,2018,5,Influenza,Influenza,total,detections,total,non-sentinel,count,1286.0
FR,FR,France,2018-01-29,2018,5,Influenza,Influenza,total,tests,total,non-sentinel,count,6065.0
FR,FR,France,2018-01-29,2018,5,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,534.0
FR,FR,France,2018-01-29,2018,5,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,149.0
FR,FR,France,2018-01-29,2018,5,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,21.0
FR,FR,France,2018-01-29,2018,5,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,582.0
FR,FR,France,2018-02-05,2018,6,RSV,RSV,RSV,tests,total,non-sentinel,count,4991.0
FR,FR,France,2018-02-12,2018,7,RSV,RSV,RSV,detections,total,non-sentinel,count,236.0
FR,FR,France,2018-02-12,2018,7,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,818.0
FR,FR,France,2018-02-12,2018,7,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,24.0
FR,FR,France,2018-02-26,2018,9,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,1055.0
FR,FR,France,2018-02-26,2018,9,RSV,RSV,RSV,detections,total,non-sentinel,count,205.0
FR,FR,France,2018-02-26,2018,9,RSV,RSV,RSV,tests,total,non-sentinel,count,5030.0
FR,FR,France,2018-02-19,2018,8,Influenza,Influenza,total,detections,total,non-sentinel,count,1641.0
FR,FR,France,2018-02-19,2018,8,Influenza,Influenza,total,tests,total,non-sentinel,count,6446.0
FR,FR,France,2018-02-19,2018,8,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,425.0
FR,FR,France,2018-02-19,2018,8,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,115.0
FR,FR,France,2018-02-19,2018,8,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,36.0
FR,FR,France,2018-02-19,2018,8,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,1065.0
FR,FR,France,2018-02-19,2018,8,RSV,RSV,RSV,detections,total,non-sentinel,count,254.0
FR,FR,France,2018-02-19,2018,8,RSV,RSV,RSV,tests,total,non-sentinel,count,5592.0
FR,FR,France,2018-02-12,2018,7,Influenza,Influenza,total,detections,total,non-sentinel,count,1502.0
FR,FR,France,2018-02-12,2018,7,Influenza,Influenza,total,tests,total,non-sentinel,count,6235.0
FR,FR,France,2018-02-12,2018,7,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,520.0
FR,FR,France,2018-02-12,2018,7,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,140.0
FR,FR,France,2018-03-26,2018,13,Influenza,Influenza,total,detections,total,non-sentinel,count,673.0
FR,FR,France,2018-01-29,2018,5,RSV,RSV,RSV,detections,total,non-sentinel,count,364.0
FR,FR,France,2018-04-02,2018,14,RSV,RSV,RSV,tests,total,non-sentinel,count,3241.0
FR,FR,France,2018-04-02,2018,14,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,268.0
FR,FR,France,2018-10-01,2018,40,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,3.0
FR,FR,France,2018-10-01,2018,40,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,1.0
FR,FR,France,2018-10-01,2018,40,RSV,RSV,RSV,detections,total,non-sentinel,count,13.0
FR,FR,France,2018-10-01,2018,40,RSV,RSV,RSV,tests,total,non-sentinel,count,1274.0
FR,FR,France,2018-05-14,2018,20,Influenza,Influenza,total,detections,total,non-sentinel,count,2.0
FR,FR,France,2018-05-14,2018,20,Influenza,Influenza,total,tests,total,non-sentinel,count,248.0
FR,FR,France,2018-10-01,2018,40,Influenza,Influenza,total,tests,total,non-sentinel,count,1146.0
FR,FR,France,2018-05-14,2018,20,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,2.0
FR,FR,France,2018-05-14,2018,20,RSV,RSV,RSV,tests,total,non-sentinel,count,241.0
FR,FR,France,2018-05-07,2018,19,Influenza,Influenza,total,detections,total,non-sentinel,count,7.0
FR,FR,France,2018-05-07,2018,19,Influenza,Influenza,total,tests,total,non-sentinel,count,966.0
FR,FR,France,2018-05-07,2018,19,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,4.0
FR,FR,France,2018-05-07,2018,19,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,3.0
FR,FR,France,2018-05-07,2018,19,RSV,RSV,RSV,detections,total,non-sentinel,count,11.0
FR,FR,France,2018-05-14,2018,20,RSV,RSV,RSV,detections,total,non-sentinel,count,4.0
FR,FR,France,2018-05-07,2018,19,RSV,RSV,RSV,tests,total,non-sentinel,count,861.0
FR,FR,France,2018-10-01,2018,40,Influenza,Influenza,total,detections,total,non-sentinel,count,4.0
FR,FR,France,2018-10-08,2018,41,RSV,RSV,RSV,detections,total,non-sentinel,count,22.0
FR,FR,France,2018-10-22,2018,43,RSV,RSV,RSV,tests,total,non-sentinel,count,1907.0
FR,FR,France,2018-10-15,2018,42,Influenza,Influenza,total,detections,total,non-sentinel,count,14.0
FR,FR,France,2018-10-15,2018,42,Influenza,Influenza,total,tests,total,non-sentinel,count,1680.0
FR,FR,France,2018-10-15,2018,42,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,4.0
FR,FR,France,2018-10-15,2018,42,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,1.0
FR,FR,France,2018-10-15,2018,42,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,8.0
FR,FR,France,2018-10-08,2018,41,RSV,RSV,RSV,tests,total,non-sentinel,count,1558.0
FR,FR,France,2018-10-15,2018,42,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,1.0
FR,FR,France,2018-10-15,2018,42,RSV,RSV,RSV,tests,total,non-sentinel,count,1782.0
FR,FR,France,2018-10-08,2018,41,Influenza,Influenza,total,detections,total,non-sentinel,count,14.0
FR,FR,France,2018-10-08,2018,41,Influenza,Influenza,total,tests,total,non-sentinel,count,1402.0
FR,FR,France,2018-10-08,2018,41,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,4.0
FR,FR,France,2018-10-08,2018,41,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,9.0
FR,FR,France,2018-10-08,2018,41,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,1.0
FR,FR,France,2018-10-15,2018,42,RSV,RSV,RSV,detections,total,non-sentinel,count,59.0
FR,FR,France,2018-04-30,2018,18,Influenza,Influenza,total,detections,total,non-sentinel,count,26.0
FR,FR,France,2018-04-30,2018,18,Influenza,Influenza,total,tests,total,non-sentinel,count,1201.0
FR,FR,France,2018-04-30,2018,18,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,4.0
FR,FR,France,2018-04-16,2018,16,RSV,RSV,RSV,tests,total,non-sentinel,count,2299.0
FR,FR,France,2018-04-09,2018,15,Influenza,Influenza,total,detections,total,non-sentinel,count,282.0
FR,FR,France,2018-04-09,2018,15,Influenza,Influenza,total,tests,total,non-sentinel,count,2969.0
FR,FR,France,2018-04-09,2018,15,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,59.0
FR,FR,France,2018-04-09,2018,15,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,17.0
FR,FR,France,2018-04-09,2018,15,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,19.0
FR,FR,France,2018-04-16,2018,16,RSV,RSV,RSV,detections,total,non-sentinel,count,40.0
FR,FR,France,2018-04-09,2018,15,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,187.0
FR,FR,France,2018-04-09,2018,15,RSV,RSV,RSV,tests,total,non-sentinel,count,2584.0
FR,FR,France,2018-04-02,2018,14,Influenza,Influenza,total,detections,total,non-sentinel,count,413.0
FR,FR,France,2018-04-02,2018,14,Influenza,Influenza,total,tests,total,non-sentinel,count,3392.0
FR,FR,France,2018-04-02,2018,14,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,116.0
FR,FR,France,2018-04-02,2018,14,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,13.0
FR,FR,France,2018-04-02,2018,14,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,16.0
FR,FR,France,2018-04-09,2018,15,RSV,RSV,RSV,detections,total,non-sentinel,count,76.0
FR,FR,France,2018-04-16,2018,16,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,85.0
FR,FR,France,2018-04-16,2018,16,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,11.0
FR,FR,France,2018-04-16,2018,16,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,2.0
FR,FR,France,2018-04-30,2018,18,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,2.0
FR,FR,France,2018-04-30,2018,18,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,20.0
FR,FR,France,2018-04-30,2018,18,RSV,RSV,RSV,detections,total,non-sentinel,count,19.0
FR,FR,France,2018-04-30,2018,18,RSV,RSV,RSV,tests,total,non-sentinel,count,1026.0
FR,FR,France,2018-04-23,2018,17,Influenza,Influenza,total,detections,total,non-sentinel,count,78.0
FR,FR,France,2018-04-23,2018,17,Influenza,Influenza,total,tests,total,non-sentinel,count,2075.0
FR,FR,France,2018-04-23,2018,17,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,15.0
FR,FR,France,2018-04-23,2018,17,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,3.0
FR,FR,France,2018-04-23,2018,17,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,6.0
FR,FR,France,2018-04-23,2018,17,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,54.0
FR,FR,France,2018-04-23,2018,17,RSV,RSV,RSV,detections,total,non-sentinel,count,53.0
FR,FR,France,2018-04-23,2018,17,RSV,RSV,RSV,tests,total,non-sentinel,count,1929.0
FR,FR,France,2018-04-16,2018,16,Influenza,Influenza,total,detections,total,non-sentinel,count,126.0
FR,FR,France,2018-04-16,2018,16,Influenza,Influenza,total,tests,total,non-sentinel,count,2389.0
FR,FR,France,2018-04-16,2018,16,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,28.0
FR,FR,France,2018-04-02,2018,14,RSV,RSV,RSV,detections,total,non-sentinel,count,59.0
FR,FR,France,2018-10-22,2018,43,RSV,RSV,RSV,detections,total,non-sentinel,count,86.0
FR,FR,France,2018-01-29,2018,5,RSV,RSV,RSV,tests,total,non-sentinel,count,5327.0
FR,FR,France,2018-01-22,2018,4,Influenza,Influenza,total,tests,total,non-sentinel,count,6181.0
FR,FR,France,2017-11-06,2017,45,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,7.0
FR,FR,France,2017-11-06,2017,45,RSV,RSV,RSV,detections,total,non-sentinel,count,296.0
FR,FR,France,2017-11-06,2017,45,RSV,RSV,RSV,tests,total,non-sentinel,count,1900.0
FR,FR,France,2017-10-30,2017,44,Influenza,Influenza,total,detections,total,non-sentinel,count,26.0
FR,FR,France,2017-10-30,2017,44,Influenza,Influenza,total,tests,total,non-sentinel,count,1575.0
FR,FR,France,2017-10-30,2017,44,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,18.0
FR,FR,France,2017-11-06,2017,45,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,2.0
FR,FR,France,2017-10-30,2017,44,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,4.0
FR,FR,France,2017-10-30,2017,44,RSV,RSV,RSV,detections,total,non-sentinel,count,253.0
FR,FR,France,2017-10-30,2017,44,RSV,RSV,RSV,tests,total,non-sentinel,count,1706.0
FR,FR,France,2017-10-23,2017,43,Influenza,Influenza,total,detections,total,non-sentinel,count,16.0
FR,FR,France,2017-10-23,2017,43,Influenza,Influenza,total,tests,total,non-sentinel,count,1589.0
FR,FR,France,2017-10-23,2017,43,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,7.0
FR,FR,France,2017-10-23,2017,43,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,4.0
FR,FR,France,2017-10-30,2017,44,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,4.0
FR,FR,France,2017-10-23,2017,43,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,3.0
FR,FR,France,2017-11-06,2017,45,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,2.0
FR,FR,France,2017-11-06,2017,45,Influenza,Influenza,total,tests,total,non-sentinel,count,1742.0
FR,FR,France,2017-11-20,2017,47,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,14.0
FR,FR,France,2017-11-20,2017,47,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,8.0
FR,FR,France,2017-11-20,2017,47,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,15.0
FR,FR,France,2017-11-20,2017,47,RSV,RSV,RSV,detections,total,non-sentinel,count,695.0
FR,FR,France,2017-11-20,2017,47,RSV,RSV,RSV,tests,total,non-sentinel,count,2691.0
FR,FR,France,2017-11-13,2017,46,Influenza,Influenza,total,detections,total,non-sentinel,count,32.0
FR,FR,France,2017-11-06,2017,45,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,9.0
FR,FR,France,2017-11-13,2017,46,Influenza,Influenza,total,tests,total,non-sentinel,count,2024.0
FR,FR,France,2017-11-13,2017,46,Influenza,Influenza A,A(H1)pdm09,detections,total,non-sentinel,count,7.0
FR,FR,France,2017-11-13,2017,46,Influenza,Influenza A,A(H3),detections,total,non-sentinel,count,1.0
FR,FR,France,2017-11-13,2017,46,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,6.0
FR,FR,France,2017-11-13,2017,46,RSV,RSV,RSV,detections,total,non-sentinel,count,382.0
FR,FR,France,2017-11-13,2017,46,RSV,RSV,RSV,tests,total,non-sentinel,count,2097.0
FR,FR,France,2017-11-06,2017,45,Influenza,Influenza,total,detections,total,non-sentinel,count,20.0
FR,FR,France,2017-11-13,2017,46,Influenza,Influenza A,A (unknown),detections,total,non-sentinel,count,18.0
FR,FR,France,2017-10-23,2017,43,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,2.0
FR,FR,France,2017-10-23,2017,43,RSV,RSV,RSV,detections,total,non-sentinel,count,184.0
FR,FR,France,2017-10-23,2017,43,RSV,RSV,RSV,tests,total,non-sentinel,count,1731.0
FR,FR,France,2017-10-02,2017,40,Influenza,Influenza B,B (unknown),detections,total,non-sentinel,count,1.0
FR,FR,France,2017-10-02,2017,40,RSV,RSV,RSV,detections,total,non-sentinel,count,22.0
FR,FR,France,2017-10-02,2017,40,RSV,RSV,RSV,tests,total,non-sentinel,count,1087.0
FR,FR,France,2017-04-10,2017,15,Influenza,Influenza,total,detections,total,non-sentinel,count,0.0
